FIPS,Year,TotalSales,AssdTotalValue_mean,AssdTotalValue_median,sales_ratio_mean,sales_ratio_median,sales_ratio_non_nulls_count,freq_valid_sales_ratio
08031,2021,17001,43757.66249044174,32000.0,0.07266394306152642,0.07150013113034356,16989,0.9992941591671078
08031,2020,15686,37382.36197883463,29220.0,0.07570411093413883,0.07150251179783833,15686,1.0
08031,2019,15546,42689.82181911746,27925.0,0.07878576403054435,0.07150268336314848,15545,0.9999356747716455
08031,2018,15152,32931.71396515312,24010.0,0.08205783153966938,0.07200267916945746,15152,1.0
08031,2017,15329,33682.20953747798,23750.0,0.08057798482994477,0.07200260466245675,15316,0.9991519342422859
08031,2016,15573,31103.084826301932,20730.0,,,,
08031,2015,31155,30414.906435564117,20940.0,0.08155660633523089,0.07960176991150443,31155,1.0
08031,2014,14951,23515.752792455354,16310.0,,,,
08029,2022,711,17495.7158931083,14871.0,0.08759659322585749,0.06950218472962393,711,1.0
08029,2021,864,17986.996527777777,15496.5,0.09316914631455105,0.07150235346501237,864,1.0
